Kön,Utbildningsområde,År,Antal ansökningar
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2020,0
män,Pedagogik och undervisning,2020,47
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,47
män,Pedagogik och undervisning,2020,6
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,6
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,3
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,3
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,3
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,3
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,6
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,6
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,14
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,14
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,3
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,4
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,4
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,4
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,4
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Pedagogik och undervisning,2020,0
män,Samhällsbyggnad och byggteknik,2020,956
män,Samhällsbyggnad och byggteknik,2020,576
män,Samhällsbyggnad och byggteknik,2020,380
män,Samhällsbyggnad och byggteknik,2020,328
män,Samhällsbyggnad och byggteknik,2020,176
män,Samhällsbyggnad och byggteknik,2020,152
män,Samhällsbyggnad och byggteknik,2020,39
män,Samhällsbyggnad och byggteknik,2020,31
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,34
män,Samhällsbyggnad och byggteknik,2020,20
män,Samhällsbyggnad och byggteknik,2020,14
män,Samhällsbyggnad och byggteknik,2020,42
män,Samhällsbyggnad och byggteknik,2020,30
män,Samhällsbyggnad och byggteknik,2020,12
män,Samhällsbyggnad och byggteknik,2020,10
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,3
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,0
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,0
män,Samhällsbyggnad och byggteknik,2020,9
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,0
män,Samhällsbyggnad och byggteknik,2020,13
män,Samhällsbyggnad och byggteknik,2020,10
män,Samhällsbyggnad och byggteknik,2020,3
män,Samhällsbyggnad och byggteknik,2020,126
män,Samhällsbyggnad och byggteknik,2020,74
män,Samhällsbyggnad och byggteknik,2020,52
män,Samhällsbyggnad och byggteknik,2020,19
män,Samhällsbyggnad och byggteknik,2020,9
män,Samhällsbyggnad och byggteknik,2020,10
män,Samhällsbyggnad och byggteknik,2020,152
män,Samhällsbyggnad och byggteknik,2020,82
män,Samhällsbyggnad och byggteknik,2020,70
män,Samhällsbyggnad och byggteknik,2020,14
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,13
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,35
män,Samhällsbyggnad och byggteknik,2020,23
män,Samhällsbyggnad och byggteknik,2020,12
män,Samhällsbyggnad och byggteknik,2020,28
män,Samhällsbyggnad och byggteknik,2020,22
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,29
män,Samhällsbyggnad och byggteknik,2020,24
män,Samhällsbyggnad och byggteknik,2020,5
män,Samhällsbyggnad och byggteknik,2020,12
män,Samhällsbyggnad och byggteknik,2020,10
män,Samhällsbyggnad och byggteknik,2020,0
män,Samhällsbyggnad och byggteknik,2020,9
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,3
män,Samhällsbyggnad och byggteknik,2020,14
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,8
män,Samhällsbyggnad och byggteknik,2020,6
män,Samhällsbyggnad och byggteknik,2020,3
män,Samhällsbyggnad och byggteknik,2020,7
män,Samhällsbyggnad och byggteknik,2020,3
män,Samhällsbyggnad och byggteknik,2020,4
män,Säkerhetstjänster,2020,103
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,103
män,Säkerhetstjänster,2020,62
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,62
män,Säkerhetstjänster,2020,5
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,5
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,4
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,4
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,12
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,12
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,11
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,11
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,3
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Säkerhetstjänster,2020,0
män,Teknik och tillverkning,2020,1049
män,Teknik och tillverkning,2020,479
män,Teknik och tillverkning,2020,570
män,Teknik och tillverkning,2020,183
män,Teknik och tillverkning,2020,57
män,Teknik och tillverkning,2020,126
män,Teknik och tillverkning,2020,28
män,Teknik och tillverkning,2020,11
män,Teknik och tillverkning,2020,17
män,Teknik och tillverkning,2020,14
män,Teknik och tillverkning,2020,11
män,Teknik och tillverkning,2020,3
män,Teknik och tillverkning,2020,27
män,Teknik och tillverkning,2020,9
män,Teknik och tillverkning,2020,18
män,Teknik och tillverkning,2020,40
män,Teknik och tillverkning,2020,16
män,Teknik och tillverkning,2020,24
män,Teknik och tillverkning,2020,19
män,Teknik och tillverkning,2020,11
män,Teknik och tillverkning,2020,8
män,Teknik och tillverkning,2020,60
män,Teknik och tillverkning,2020,5
män,Teknik och tillverkning,2020,55
män,Teknik och tillverkning,2020,3
män,Teknik och tillverkning,2020,0
män,Teknik och tillverkning,2020,0
män,Teknik och tillverkning,2020,15
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,9
män,Teknik och tillverkning,2020,119
män,Teknik och tillverkning,2020,40
män,Teknik och tillverkning,2020,79
män,Teknik och tillverkning,2020,26
män,Teknik och tillverkning,2020,18
män,Teknik och tillverkning,2020,8
män,Teknik och tillverkning,2020,373
män,Teknik och tillverkning,2020,226
män,Teknik och tillverkning,2020,147
män,Teknik och tillverkning,2020,12
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,16
män,Teknik och tillverkning,2020,12
män,Teknik och tillverkning,2020,4
män,Teknik och tillverkning,2020,38
män,Teknik och tillverkning,2020,18
män,Teknik och tillverkning,2020,20
män,Teknik och tillverkning,2020,21
män,Teknik och tillverkning,2020,5
män,Teknik och tillverkning,2020,16
män,Teknik och tillverkning,2020,22
män,Teknik och tillverkning,2020,10
män,Teknik och tillverkning,2020,12
män,Teknik och tillverkning,2020,9
män,Teknik och tillverkning,2020,5
män,Teknik och tillverkning,2020,4
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,3
män,Teknik och tillverkning,2020,3
män,Teknik och tillverkning,2020,4
män,Teknik och tillverkning,2020,3
män,Teknik och tillverkning,2020,0
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,0
män,Teknik och tillverkning,2020,5
män,Teknik och tillverkning,2020,9
män,Teknik och tillverkning,2020,6
män,Teknik och tillverkning,2020,3
män,Transporttjänster,2020,23
män,Transporttjänster,2020,0
män,Transporttjänster,2020,23
män,Transporttjänster,2020,4
män,Transporttjänster,2020,0
män,Transporttjänster,2020,4
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,3
män,Transporttjänster,2020,0
män,Transporttjänster,2020,3
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,15
män,Transporttjänster,2020,0
män,Transporttjänster,2020,15
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Transporttjänster,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
män,Övrigt,2020,0
kvinnor,Data/It,2021,1405
kvinnor,Data/It,2021,192
kvinnor,Data/It,2021,1213
kvinnor,Data/It,2021,631
kvinnor,Data/It,2021,65
kvinnor,Data/It,2021,566
kvinnor,Data/It,2021,38
kvinnor,Data/It,2021,5
kvinnor,Data/It,2021,33
kvinnor,Data/It,2021,20
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,17
kvinnor,Data/It,2021,34
kvinnor,Data/It,2021,8
kvinnor,Data/It,2021,26
kvinnor,Data/It,2021,13
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,13
kvinnor,Data/It,2021,5
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,5
kvinnor,Data/It,2021,6
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,6
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,5
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,159
kvinnor,Data/It,2021,20
kvinnor,Data/It,2021,139
kvinnor,Data/It,2021,20
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,18
kvinnor,Data/It,2021,254
kvinnor,Data/It,2021,68
kvinnor,Data/It,2021,186
kvinnor,Data/It,2021,59
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,57
kvinnor,Data/It,2021,25
kvinnor,Data/It,2021,5
kvinnor,Data/It,2021,20
kvinnor,Data/It,2021,12
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,11
kvinnor,Data/It,2021,10
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,9
kvinnor,Data/It,2021,17
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,15
kvinnor,Data/It,2021,15
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,14
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,0
kvinnor,Data/It,2021,15
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,13
kvinnor,Data/It,2021,16
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,13
kvinnor,Data/It,2021,47
kvinnor,Data/It,2021,3
kvinnor,Data/It,2021,45
kvinnor,"Ekonomi, administration och försäljning",2021,4473
kvinnor,"Ekonomi, administration och försäljning",2021,244
kvinnor,"Ekonomi, administration och försäljning",2021,4229
kvinnor,"Ekonomi, administration och försäljning",2021,1807
kvinnor,"Ekonomi, administration och försäljning",2021,119
kvinnor,"Ekonomi, administration och försäljning",2021,1688
kvinnor,"Ekonomi, administration och försäljning",2021,146
kvinnor,"Ekonomi, administration och försäljning",2021,4
kvinnor,"Ekonomi, administration och försäljning",2021,142
kvinnor,"Ekonomi, administration och försäljning",2021,69
kvinnor,"Ekonomi, administration och försäljning",2021,0
kvinnor,"Ekonomi, administration och försäljning",2021,67
kvinnor,"Ekonomi, administration och försäljning",2021,95
kvinnor,"Ekonomi, administration och försäljning",2021,5
kvinnor,"Ekonomi, administration och försäljning",2021,90
kvinnor,"Ekonomi, administration och försäljning",2021,81
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,80
kvinnor,"Ekonomi, administration och försäljning",2021,32
kvinnor,"Ekonomi, administration och försäljning",2021,0
kvinnor,"Ekonomi, administration och försäljning",2021,31
kvinnor,"Ekonomi, administration och försäljning",2021,32
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,31
kvinnor,"Ekonomi, administration och försäljning",2021,7
kvinnor,"Ekonomi, administration och försäljning",2021,0
kvinnor,"Ekonomi, administration och försäljning",2021,7
kvinnor,"Ekonomi, administration och försäljning",2021,33
kvinnor,"Ekonomi, administration och försäljning",2021,4
kvinnor,"Ekonomi, administration och försäljning",2021,29
kvinnor,"Ekonomi, administration och försäljning",2021,555
kvinnor,"Ekonomi, administration och försäljning",2021,32
kvinnor,"Ekonomi, administration och försäljning",2021,523
kvinnor,"Ekonomi, administration och försäljning",2021,145
kvinnor,"Ekonomi, administration och försäljning",2021,5
kvinnor,"Ekonomi, administration och försäljning",2021,140
kvinnor,"Ekonomi, administration och försäljning",2021,985
kvinnor,"Ekonomi, administration och försäljning",2021,48
kvinnor,"Ekonomi, administration och försäljning",2021,937
kvinnor,"Ekonomi, administration och försäljning",2021,39
kvinnor,"Ekonomi, administration och försäljning",2021,0
kvinnor,"Ekonomi, administration och försäljning",2021,39
kvinnor,"Ekonomi, administration och försäljning",2021,46
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,44
kvinnor,"Ekonomi, administration och försäljning",2021,68
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,65
kvinnor,"Ekonomi, administration och försäljning",2021,59
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,57
kvinnor,"Ekonomi, administration och försäljning",2021,63
kvinnor,"Ekonomi, administration och försäljning",2021,5
kvinnor,"Ekonomi, administration och försäljning",2021,58
kvinnor,"Ekonomi, administration och försäljning",2021,41
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,39
kvinnor,"Ekonomi, administration och försäljning",2021,38
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,36
kvinnor,"Ekonomi, administration och försäljning",2021,44
kvinnor,"Ekonomi, administration och försäljning",2021,0
kvinnor,"Ekonomi, administration och försäljning",2021,43
kvinnor,"Ekonomi, administration och försäljning",2021,32
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,30
kvinnor,"Ekonomi, administration och försäljning",2021,56
kvinnor,"Ekonomi, administration och försäljning",2021,3
kvinnor,"Ekonomi, administration och försäljning",2021,53
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,Friskvård och kroppsvård,2021,0
kvinnor,"Hotell, restaurang och turism",2021,382
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,382
kvinnor,"Hotell, restaurang och turism",2021,137
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,137
kvinnor,"Hotell, restaurang och turism",2021,9
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,9
kvinnor,"Hotell, restaurang och turism",2021,8
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,8
kvinnor,"Hotell, restaurang och turism",2021,17
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,17
kvinnor,"Hotell, restaurang och turism",2021,7
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,7
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,45
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,45
kvinnor,"Hotell, restaurang och turism",2021,9
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,9
kvinnor,"Hotell, restaurang och turism",2021,87
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,87
kvinnor,"Hotell, restaurang och turism",2021,6
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,6
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,3
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,5
kvinnor,"Hotell, restaurang och turism",2021,6
kvinnor,"Hotell, restaurang och turism",2021,0
kvinnor,"Hotell, restaurang och turism",2021,6
